country,city,followers_count,has_mobile,last_seen_time,last_seen_platform,political,langs,religion_id,alcohol,smoking,relation,sex,university
1.0,2.0,122,1,0.013689253935660506,7.0,nan,1,0,nan,nan,0,2,0
65.0,458.0,3600,1,0.010951403148528405,7.0,nan,3,0,1.0,1.0,1,2,242
1.0,12.0,2339,1,0.010951403148528405,7.0,nan,0,0,nan,nan,0,2,0
1.0,2.0,3259,1,0.013689253935660506,7.0,nan,0,0,nan,nan,0,1,58
1.0,2.0,2304,1,0.010951403148528405,2.0,5.0,1,102,3.0,2.0,4,2,56
1.0,2.0,1193,1,0.010951403148528405,7.0,4.0,1,0,4.0,4.0,0,1,34
1.0,2.0,2946,1,0.010951403148528405,4.0,nan,3,0,0.0,0.0,0,1,68
1.0,1.0,935,1,0.010951403148528405,4.0,6.0,1,0,0.0,1.0,0,2,1173072
1.0,99.0,841,1,0.013689253935660506,7.0,5.0,3,0,4.0,2.0,1,2,671
1.0,2.0,1273,1,0.8295687885010267,7.0,nan,1,102,3.0,4.0,4,2,0
1.0,2.0,310,1,0.010951403148528405,2.0,8.0,0,0,nan,nan,4,2,1
1.0,2.0,1612,1,0.013689253935660506,7.0,3.0,1,0,nan,nan,0,2,56
1.0,2.0,783,1,0.013689253935660506,1.0,nan,0,102,0.0,0.0,0,1,0
1.0,1.0,3624,1,0.010951403148528405,7.0,3.0,2,102,3.0,2.0,4,2,189
1.0,2.0,816,1,0.010951403148528405,4.0,8.0,0,0,nan,nan,0,1,1
1.0,2.0,219,1,0.013689253935660506,7.0,3.0,2,201,3.0,2.0,1,2,56
1.0,2.0,863,1,0.013689253935660506,4.0,3.0,1,0,nan,nan,4,2,1
1.0,2.0,430,1,0.013689253935660506,2.0,nan,3,0,0.0,1.0,0,2,63
1.0,2.0,1560,0,1.6892539356605063,7.0,8.0,0,0,nan,nan,1,2,1
1.0,1.0,328,1,0.057494866529774126,1.0,2.0,0,0,nan,nan,4,2,759
1.0,1.0,1366,1,0.01642710472279261,1.0,nan,2,0,nan,nan,4,2,1
1.0,2.0,1949,1,0.013689253935660506,2.0,nan,2,0,0.0,0.0,0,2,1
1.0,2.0,1503,1,0.013689253935660506,7.0,8.0,1,0,0.0,0.0,0,2,1
1.0,2.0,502,1,0.010951403148528405,4.0,nan,1,0,nan,nan,0,1,63
1.0,95.0,3113,1,0.010951403148528405,7.0,nan,1,102,4.0,0.0,4,2,0
1.0,2.0,12885,1,0.010951403148528405,7.0,4.0,1,0,0.0,0.0,0,2,40
126.0,1926921.0,301,1,0.013689253935660506,2.0,8.0,3,0,0.0,0.0,4,2,1173072
1.0,2.0,729,1,0.010951403148528405,7.0,5.0,1,102,2.0,1.0,0,2,56
1.0,2.0,387,1,0.010951403148528405,7.0,nan,2,0,0.0,0.0,4,1,47
9.0,208.0,171,1,0.013689253935660506,7.0,nan,2,0,nan,nan,4,2,68
1.0,2.0,212,1,0.013689253935660506,4.0,8.0,3,0,0.0,0.0,4,2,54
1.0,2.0,264,1,0.02190280629705681,7.0,8.0,1,0,0.0,0.0,0,2,17
1.0,2.0,409,1,0.013689253935660506,4.0,4.0,1,0,nan,nan,4,2,56
142.0,1941.0,450,1,0.013689253935660506,7.0,nan,4,0,nan,nan,5,2,1
1.0,2.0,14227,1,0.013689253935660506,7.0,nan,3,0,0.0,2.0,4,2,34
1.0,2.0,360,1,0.013689253935660506,1.0,nan,0,0,nan,nan,2,2,65
1.0,2.0,415,1,0.013689253935660506,2.0,nan,1,0,nan,nan,4,2,53
1.0,1.0,373,1,0.013689253935660506,7.0,nan,1,0,nan,nan,0,1,53
1.0,2.0,1705,0,5.347022587268994,7.0,4.0,1,200,4.0,2.0,1,2,15
1.0,2.0,1476,1,0.013689253935660506,1.0,3.0,1,0,nan,nan,4,1,1
1.0,2.0,1545,1,0.010951403148528405,2.0,5.0,1,0,nan,nan,4,2,56
1.0,2.0,211,1,0.013689253935660506,4.0,nan,1,0,nan,nan,4,2,53
1.0,2.0,28310,1,0.010951403148528405,2.0,3.0,2,0,0.0,0.0,4,1,1
1.0,2.0,6982,1,0.01642710472279261,7.0,nan,2,0,nan,nan,0,1,1
1.0,2.0,127,1,0.013689253935660506,2.0,8.0,1,0,0.0,0.0,4,2,55
1.0,1.0,1448,1,0.010951403148528405,7.0,nan,0,0,0.0,0.0,0,2,1
1.0,2.0,378,1,0.013689253935660506,1.0,8.0,0,0,0.0,0.0,4,2,1
1.0,2.0,444,1,0.010951403148528405,7.0,nan,1,0,nan,nan,0,2,1
9.0,208.0,223,1,0.013689253935660506,7.0,nan,0,1,nan,nan,0,1,1
1.0,2.0,1209,1,0.013689253935660506,4.0,nan,1,0,nan,nan,7,1,40
1.0,2.0,799,1,0.010951403148528405,4.0,6.0,1,0,0.0,2.0,1,2,48
1.0,2.0,2755,1,0.010951403148528405,7.0,nan,2,0,0.0,0.0,4,1,56
1.0,177.0,4673,1,0.010951403148528405,4.0,nan,1,102,nan,nan,0,1,1173072
1.0,169.0,1026,1,0.013689253935660506,1.0,nan,1,0,nan,nan,1,1,947
1.0,nan,99,1,0.010951403148528405,4.0,nan,0,0,0.0,0.0,0,2,1
nan,nan,2362,1,0.013689253935660506,2.0,nan,2,0,0.0,0.0,4,1,0
1.0,2.0,2168,1,0.02190280629705681,7.0,nan,1,0,nan,nan,4,1,1
1.0,2.0,1596,1,0.010951403148528405,2.0,8.0,1,0,nan,nan,4,1,1
1.0,72.0,6968,1,0.010951403148528405,7.0,4.0,1,200,4.0,3.0,0,1,0
1.0,2.0,1229,1,0.02464065708418892,1.0,nan,1,1,nan,nan,0,2,1
1.0,2.0,2161,1,0.013689253935660506,2.0,3.0,0,0,nan,nan,0,1,1
1.0,2.0,1362,1,0.013689253935660506,7.0,nan,1,0,0.0,2.0,0,1,1
1.0,2.0,1275,1,0.010951403148528405,4.0,nan,1,0,0.0,0.0,4,1,1173072
1.0,2.0,1189,1,0.013689253935660506,7.0,6.0,3,0,0.0,0.0,0,2,68
207.0,nan,1231,1,0.3887748117727584,7.0,nan,0,0,0.0,0.0,4,2,0
nan,nan,399,1,0.01642710472279261,2.0,nan,0,0,0.0,0.0,0,2,1173072
1.0,2.0,778,1,0.010951403148528405,7.0,9.0,2,102,4.0,1.0,1,2,0
nan,nan,3472,1,0.013689253935660506,7.0,nan,1,0,nan,nan,4,1,1
65.0,458.0,582,1,0.013689253935660506,2.0,8.0,0,0,nan,nan,4,2,1
1.0,2.0,1395,1,0.013689253935660506,7.0,nan,0,0,nan,nan,0,2,34
1.0,2.0,1014,1,0.01916495550992471,7.0,nan,2,0,0.0,0.0,0,2,1
1.0,1.0,1267,1,0.013689253935660506,7.0,nan,1,0,0.0,0.0,4,2,2
1.0,1.0,2078,1,0.010951403148528405,7.0,8.0,1,0,4.0,2.0,4,2,2
1.0,2.0,2478,1,0.010951403148528405,7.0,nan,0,0,0.0,0.0,3,1,0
1.0,2.0,863,1,0.013689253935660506,1.0,nan,5,0,nan,nan,1,1,34
1.0,2.0,559,1,0.013689253935660506,4.0,6.0,1,0,nan,nan,1,2,56
1.0,2.0,880,1,0.243668720054757,7.0,7.0,1,0,3.0,4.0,4,2,1173072
1.0,2.0,467,1,0.010951403148528405,7.0,5.0,0,0,nan,nan,4,2,1173072
191.0,1803702.0,63014,1,0.013689253935660506,7.0,4.0,5,0,0.0,2.0,0,2,751869
1.0,2.0,909,1,0.01916495550992471,7.0,5.0,1,0,0.0,0.0,1,2,56
8.0,1.0,364,1,0.03285420944558522,4.0,4.0,3,0,nan,nan,4,1,215
1.0,2.0,2440,1,0.010951403148528405,4.0,4.0,1,0,5.0,1.0,7,2,111
1.0,2.0,2234,1,0.013689253935660506,2.0,nan,2,0,0.0,0.0,4,1,68
1.0,2.0,401,1,0.01642710472279261,2.0,nan,0,0,nan,nan,0,2,56
1.0,1.0,937,1,0.013689253935660506,1.0,nan,3,0,0.0,4.0,0,1,338
1.0,2.0,4796,1,0.013689253935660506,7.0,nan,2,0,3.0,2.0,0,2,1
1.0,72.0,2579,1,0.010951403148528405,7.0,3.0,1,102,1.0,1.0,1,2,0
144.0,nan,2240,1,0.01642710472279261,2.0,nan,0,0,0.0,0.0,0,1,31
1.0,2.0,350,1,0.013689253935660506,4.0,8.0,1,102,2.0,2.0,0,2,56
1.0,1.0,2427,1,0.5065023956194388,7.0,3.0,1,0,nan,nan,4,2,1
1.0,2.0,388,1,0.02190280629705681,2.0,8.0,1,0,3.0,2.0,4,1,48
1.0,2.0,269,1,0.013689253935660506,7.0,nan,1,0,nan,nan,4,2,53
1.0,2.0,9334,1,0.010951403148528405,7.0,nan,1,0,nan,nan,4,2,56
1.0,99.0,934,1,0.010951403148528405,4.0,8.0,0,0,0.0,0.0,7,2,671
1.0,49.0,6027,1,0.13689253935660506,7.0,nan,4,201,0.0,0.0,0,2,0
1.0,2.0,10556,1,0.013689253935660506,7.0,nan,1,0,0.0,0.0,0,1,66
1.0,1.0,3172,1,0.013689253935660506,4.0,nan,0,102,nan,nan,4,1,1189222
1.0,1.0,733,1,0.01642710472279261,7.0,nan,1,0,nan,nan,4,1,128
1.0,2.0,1237,1,0.01642710472279261,2.0,6.0,0,0,0.0,2.0,1,2,48
1.0,2.0,699,1,0.010951403148528405,4.0,8.0,3,0,1.0,1.0,4,2,56
1.0,2.0,836,1,0.07665982203969883,2.0,nan,0,0,nan,nan,4,2,68
1.0,2.0,2320,1,0.013689253935660506,4.0,nan,1,0,0.0,0.0,1,1,0
1.0,2.0,114,1,0.2272416153319644,1.0,8.0,0,0,nan,nan,4,1,65
1.0,2.0,3523,1,0.013689253935660506,2.0,9.0,3,0,0.0,0.0,4,2,67
1.0,2.0,1211,1,0.013689253935660506,1.0,nan,0,0,0.0,0.0,0,2,56
1.0,2.0,485,1,0.013689253935660506,4.0,nan,2,0,0.0,0.0,0,2,0
1.0,2.0,3477,1,0.06297056810403832,2.0,nan,0,0,nan,nan,0,1,53
1.0,2.0,325,1,0.010951403148528405,1.0,6.0,1,102,2.0,2.0,4,2,34
1.0,2.0,373,1,0.010951403148528405,7.0,5.0,0,0,nan,nan,4,2,56
1.0,2.0,1053,1,0.013689253935660506,2.0,5.0,3,0,3.0,5.0,4,1,1
1.0,1582.0,294,1,0.013689253935660506,4.0,3.0,1,102,2.0,1.0,4,2,56
1.0,2.0,730,1,0.010951403148528405,2.0,nan,0,0,nan,nan,4,1,57
1.0,2.0,227,1,0.013689253935660506,4.0,8.0,1,0,0.0,0.0,0,1,54
nan,nan,285,1,0.013689253935660506,7.0,nan,0,0,nan,nan,0,1,56
1.0,2.0,196,1,0.013689253935660506,4.0,8.0,0,0,nan,nan,0,2,56
1.0,2.0,474,1,0.013689253935660506,4.0,nan,0,0,0.0,0.0,0,1,68
1.0,2.0,950,1,0.013689253935660506,7.0,nan,0,102,nan,nan,1,2,53
1.0,2.0,843,1,0.013689253935660506,7.0,nan,1,0,0.0,0.0,1,2,68
1.0,2.0,376,1,0.013689253935660506,4.0,nan,0,0,nan,nan,1,1,1
1.0,1.0,1957,1,0.010951403148528405,7.0,nan,3,0,0.0,0.0,0,2,326
49.0,295.0,1133,1,0.04106776180698152,1.0,nan,1,0,nan,nan,4,1,6
1.0,2.0,3347,1,0.013689253935660506,2.0,nan,1,0,nan,nan,0,1,56
1.0,2.0,2366,1,0.013689253935660506,4.0,nan,0,0,nan,nan,4,1,66
1.0,nan,1000,1,0.013689253935660506,7.0,2.0,2,0,1.0,1.0,2,2,0
1.0,2.0,1579,1,0.013689253935660506,7.0,nan,2,0,0.0,0.0,4,1,56
1.0,2.0,407,1,0.013689253935660506,7.0,nan,0,0,nan,nan,4,2,56
9.0,378.0,1208,1,0.013689253935660506,4.0,9.0,2,200,2.0,2.0,1,2,1
1.0,2.0,1957,1,0.010951403148528405,4.0,nan,3,102,4.0,4.0,1,1,60
1.0,134.0,5623,1,0.013689253935660506,4.0,3.0,1,0,0.0,2.0,1,2,1
1.0,1.0,367,1,0.010951403148528405,4.0,nan,0,0,nan,nan,4,2,219
1.0,2.0,1990,1,0.01642710472279261,4.0,nan,2,0,0.0,0.0,4,1,56
nan,nan,287,1,0.013689253935660506,7.0,nan,0,0,nan,nan,0,2,2
1.0,2.0,2795,1,0.013689253935660506,2.0,nan,0,0,0.0,0.0,0,1,0
1.0,2.0,1363,1,0.010951403148528405,7.0,nan,2,0,0.0,0.0,0,2,1
1.0,2.0,1500,1,0.013689253935660506,4.0,4.0,1,0,0.0,0.0,0,1,1173072
1.0,2.0,1758,1,0.010951403148528405,4.0,nan,2,0,0.0,0.0,0,2,671
1.0,2.0,63,1,0.013689253935660506,7.0,8.0,0,0,nan,nan,6,2,53
1.0,2.0,804,1,0.013689253935660506,4.0,nan,1,0,nan,nan,0,2,56
1.0,99.0,51,1,0.010951403148528405,2.0,8.0,1,0,4.0,5.0,4,2,0
1.0,2.0,366,1,0.010951403148528405,7.0,8.0,0,0,nan,nan,4,2,1
1.0,2.0,2097,1,0.01642710472279261,2.0,4.0,1,0,1.0,1.0,4,1,1173072
1.0,2.0,1115,1,0.013689253935660506,2.0,8.0,2,0,1.0,1.0,0,2,56
1.0,1.0,429,1,0.013689253935660506,7.0,8.0,0,0,nan,nan,0,2,1
1.0,1.0,2469,1,0.013689253935660506,2.0,nan,4,0,0.0,0.0,0,1,328
1.0,2.0,578,1,0.013689253935660506,7.0,nan,0,0,0.0,0.0,0,2,53
1.0,2.0,65,1,0.013689253935660506,2.0,8.0,2,0,0.0,0.0,1,2,56
1.0,nan,1414,1,0.013689253935660506,4.0,nan,1,0,0.0,0.0,4,2,393285
1.0,2.0,11834,1,0.013689253935660506,2.0,nan,4,0,0.0,0.0,0,2,0
1.0,2.0,1030,1,0.010951403148528405,4.0,nan,0,0,nan,nan,0,1,1
1.0,2.0,13777,1,0.010951403148528405,7.0,nan,2,0,4.0,2.0,4,1,63
1.0,1.0,415,1,0.010951403148528405,3.0,3.0,3,0,4.0,2.0,4,2,2
1.0,2.0,432,1,0.013689253935660506,4.0,nan,2,0,0.0,0.0,0,2,1
1.0,354.0,128,1,0.01642710472279261,1.0,1.0,0,0,3.0,3.0,0,2,328
1.0,1.0,312,1,0.013689253935660506,4.0,nan,1,0,0.0,0.0,0,1,328
1.0,1.0,422,1,0.01642710472279261,4.0,nan,1,0,nan,nan,0,1,249
1.0,2.0,1191,1,0.013689253935660506,4.0,nan,0,0,nan,nan,0,2,1
49.0,295.0,6737,1,0.013689253935660506,2.0,nan,0,0,0.0,0.0,0,1,0
1.0,2.0,6022,1,0.013689253935660506,1.0,nan,0,0,0.0,0.0,0,2,68
9.0,17177.0,443,1,0.013689253935660506,4.0,8.0,2,200,5.0,5.0,0,2,2
1.0,2.0,34,1,0.01916495550992471,4.0,3.0,1,200,nan,nan,4,2,1173072
1.0,2.0,3760,1,0.013689253935660506,2.0,8.0,1,0,nan,nan,4,2,1
1.0,2.0,811,1,0.013689253935660506,4.0,6.0,1,102,3.0,2.0,4,2,56
1.0,2.0,207,1,0.01916495550992471,4.0,4.0,1,0,nan,2.0,4,2,53
1.0,2.0,865,1,0.010951403148528405,7.0,8.0,1,0,nan,nan,4,1,1173072
1.0,1.0,13,1,0.046543463381245716,7.0,8.0,1,0,0.0,0.0,4,2,338
1.0,2.0,133,1,0.013689253935660506,4.0,9.0,1,0,0.0,3.0,0,2,1
1.0,2.0,4962,1,0.013689253935660506,7.0,nan,0,0,0.0,0.0,4,1,1
1.0,2.0,581,1,0.010951403148528405,7.0,4.0,2,0,4.0,1.0,4,2,65
1.0,2.0,1231,1,0.013689253935660506,1.0,nan,3,0,nan,nan,0,1,1
65.0,1970519.0,492,1,0.013689253935660506,7.0,2.0,3,107,5.0,3.0,4,2,250
1.0,2.0,102,1,0.01642710472279261,2.0,nan,0,0,nan,nan,4,2,1
1.0,1.0,171,1,0.010951403148528405,2.0,nan,2,0,0.0,0.0,1,1,265
1.0,2.0,1943,1,0.02464065708418892,4.0,nan,0,0,0.0,2.0,4,2,64
1.0,2.0,549,1,0.013689253935660506,2.0,nan,1,0,nan,nan,4,1,1
1.0,2.0,767,1,0.010951403148528405,7.0,8.0,1,102,nan,nan,0,2,1
1.0,158.0,27,1,0.6926762491444216,1.0,nan,1,0,4.0,4.0,4,2,918
1.0,2.0,108,1,0.013689253935660506,4.0,9.0,2,200,2.0,2.0,1,2,1
1.0,2.0,1435,1,0.013689253935660506,4.0,nan,1,0,nan,nan,2,1,0
1.0,2.0,763,1,0.010951403148528405,7.0,nan,0,0,0.0,0.0,0,2,0
1.0,2.0,424,0,0.013689253935660506,2.0,3.0,0,0,nan,nan,4,2,1
1.0,2.0,64,1,0.02190280629705681,1.0,nan,2,0,nan,nan,4,2,65
1.0,2.0,1936,1,0.02190280629705681,7.0,8.0,1,102,nan,nan,1,2,56
1.0,2.0,421,1,0.944558521560575,1.0,3.0,0,0,nan,nan,4,2,53
1.0,99.0,1499,1,0.013689253935660506,4.0,nan,1,0,0.0,0.0,4,1,671
24.0,1951155.0,55,1,1.0102669404517457,7.0,nan,16,0,nan,nan,4,1,37528
1.0,2.0,5462,1,1.4729637234770705,7.0,nan,0,0,nan,nan,1,2,1173072
1.0,2.0,486,1,0.013689253935660506,4.0,nan,1,0,nan,nan,0,2,56
97.0,3783848.0,68,1,0.17796030116358658,1.0,nan,0,1,nan,nan,0,2,1
1.0,2.0,1598,1,0.013689253935660506,1.0,nan,1,0,0.0,0.0,4,1,1170190
1.0,2.0,1682,1,0.013689253935660506,4.0,nan,0,0,nan,nan,0,1,0
nan,nan,1112,1,0.013689253935660506,4.0,nan,0,0,nan,nan,4,1,6
1.0,2.0,227,1,0.013689253935660506,7.0,4.0,0,0,nan,nan,4,2,65
1.0,2.0,1233,1,0.013689253935660506,4.0,nan,4,0,nan,nan,0,1,1
1.0,1.0,181,1,0.013689253935660506,2.0,nan,3,102,0.0,0.0,5,1,219
1.0,1.0,8445,1,6.33264887063655,7.0,5.0,0,0,nan,nan,4,1,2
1.0,2.0,538,1,0.02190280629705681,1.0,6.0,0,0,nan,nan,0,1,1
nan,nan,1355,1,0.010951403148528405,2.0,nan,1,0,0.0,0.0,0,1,81
1.0,1.0,1014,1,0.013689253935660506,7.0,2.0,1,0,3.0,3.0,0,2,219
1.0,2.0,68,1,2.833675564681725,2.0,nan,0,0,nan,nan,0,2,56
1.0,1.0,165,1,0.15058179329226554,7.0,4.0,0,0,nan,nan,0,1,328
9.0,1515864.0,759,1,0.010951403148528405,2.0,nan,4,0,0.0,1.0,7,1,1
1.0,2.0,267,1,0.013689253935660506,4.0,nan,1,0,0.0,0.0,0,1,65
1.0,2.0,1417,1,0.013689253935660506,7.0,nan,0,0,0.0,0.0,0,1,1
1.0,2.0,164,1,0.013689253935660506,4.0,1.0,1,0,2.0,3.0,4,2,56
1.0,nan,317,1,0.01642710472279261,2.0,nan,1,0,nan,nan,0,1,1
50.0,1905655.0,821,1,0.013689253935660506,7.0,nan,2,0,nan,nan,0,1,1
1.0,2.0,2246,1,0.013689253935660506,2.0,4.0,1,0,0.0,0.0,0,1,1
1.0,2.0,19,1,0.013689253935660506,2.0,nan,0,0,0.0,0.0,0,2,68
nan,nan,146,1,0.013689253935660506,7.0,nan,1,0,nan,nan,0,2,0
1.0,1.0,214970,1,0.010951403148528405,7.0,nan,3,0,0.0,0.0,4,2,1
1.0,2.0,5343,1,0.010951403148528405,7.0,8.0,1,0,nan,nan,0,2,56
1.0,2.0,428,1,0.013689253935660506,1.0,2.0,1,0,5.0,2.0,5,1,1
1.0,2.0,33,1,0.01916495550992471,1.0,4.0,1,200,3.0,4.0,1,2,1
1.0,2.0,826,1,0.013689253935660506,1.0,4.0,0,0,nan,nan,4,1,56
1.0,73.0,591,1,0.013689253935660506,4.0,nan,1,0,nan,nan,0,1,4776
1.0,2.0,389,1,0.013689253935660506,4.0,8.0,1,0,nan,nan,0,2,1173072
1.0,2.0,167,1,0.013689253935660506,4.0,nan,1,0,nan,nan,0,1,1
1.0,1.0,24,1,0.02464065708418892,1.0,nan,0,0,nan,nan,4,1,339
1.0,2.0,382,1,0.02190280629705681,2.0,nan,0,0,nan,nan,4,2,1
1.0,2.0,500,1,0.01642710472279261,7.0,3.0,3,0,3.0,2.0,0,2,1
1.0,2.0,1303,1,0.01642710472279261,1.0,nan,0,0,0.0,0.0,0,1,1
1.0,2.0,3300,1,0.013689253935660506,4.0,6.0,1,0,1.0,4.0,7,1,1173072
1.0,2.0,253,1,0.013689253935660506,2.0,6.0,2,0,0.0,2.0,5,2,0
1.0,2.0,88,1,0.013689253935660506,7.0,8.0,0,-1,nan,nan,0,2,61
1.0,1.0,243,1,0.010951403148528405,7.0,nan,1,0,nan,nan,7,2,219
1.0,2.0,140,1,0.010951403148528405,1.0,nan,0,0,nan,nan,4,2,1
1.0,2.0,337,1,0.013689253935660506,7.0,nan,0,0,nan,nan,0,2,65
1.0,2.0,958,1,0.01642710472279261,2.0,nan,3,0,nan,nan,0,1,1
1.0,1.0,2145,1,0.013689253935660506,2.0,nan,5,0,nan,nan,4,1,0
1.0,1.0,3126,1,0.013689253935660506,7.0,nan,1,0,nan,nan,0,2,1
1.0,2.0,582,1,0.013689253935660506,2.0,nan,1,102,0.0,0.0,0,1,1
1.0,2.0,281,1,3.7453798767967146,7.0,nan,2,1,nan,nan,4,1,56
1.0,1.0,110,1,0.013689253935660506,1.0,nan,1,0,0.0,0.0,0,2,841
1.0,2.0,315,1,0.013689253935660506,2.0,2.0,0,0,nan,1.0,7,2,56
1.0,1.0,132,1,3.5373032169746748,4.0,nan,1,0,0.0,0.0,0,2,0
1.0,2.0,130,1,0.013689253935660506,7.0,nan,0,0,nan,nan,1,2,1
nan,nan,150,1,0.010951403148528405,7.0,nan,2,0,0.0,0.0,0,1,1
3.0,282.0,220,1,0.01916495550992471,4.0,3.0,1,0,nan,nan,4,2,48431
1.0,2.0,434,1,0.027378507871321008,1.0,nan,1,0,0.0,0.0,0,2,0
1.0,2.0,2488,1,0.010951403148528405,7.0,2.0,4,102,2.0,2.0,4,2,68
1.0,2.0,5077,1,0.010951403148528405,4.0,nan,1,0,nan,nan,0,1,34
1.0,2.0,3094,1,0.013689253935660506,2.0,nan,1,0,0.0,0.0,0,1,18273
1.0,2.0,2783,1,0.013689253935660506,7.0,6.0,1,0,0.0,2.0,4,2,65
1.0,2.0,337,1,0.027378507871321008,2.0,nan,2,0,0.0,0.0,4,1,66
1.0,2.0,426,1,0.013689253935660506,4.0,nan,1,0,nan,nan,4,2,55
1.0,2.0,838,1,0.8131416837782339,4.0,nan,0,0,nan,nan,0,1,63
1.0,2.0,1043,1,0.02190280629705681,4.0,5.0,1,102,nan,nan,0,2,1
1.0,1.0,167,1,0.013689253935660506,4.0,nan,1,0,0.0,0.0,4,2,53
1.0,1.0,3987,1,0.01642710472279261,4.0,nan,2,0,4.0,3.0,1,2,219
1.0,1.0,383,1,0.01642710472279261,4.0,nan,1,0,3.0,2.0,4,2,219
1.0,2.0,3587,1,0.010951403148528405,4.0,6.0,0,102,4.0,2.0,4,1,1
1.0,1.0,125,1,0.013689253935660506,2.0,nan,0,0,nan,nan,0,2,253
1.0,2.0,1850,1,0.02464065708418892,1.0,nan,1,0,nan,nan,0,1,0
1.0,2.0,269,1,0.013689253935660506,4.0,nan,0,0,nan,nan,0,2,1
1.0,2.0,266,1,0.01642710472279261,2.0,nan,0,0,0.0,0.0,0,2,1
1.0,95.0,4670,1,0.013689253935660506,7.0,nan,1,0,2.0,2.0,1,1,653
1.0,2.0,152,1,0.010951403148528405,7.0,nan,2,0,4.0,2.0,1,2,69
1.0,2.0,3021,1,0.013689253935660506,4.0,6.0,1,0,0.0,3.0,2,1,6
1.0,2.0,297,1,0.013689253935660506,7.0,nan,1,0,nan,nan,4,2,48
1.0,2.0,956,1,0.013689253935660506,2.0,4.0,1,0,0.0,0.0,1,1,1
1.0,33.0,283,1,0.010951403148528405,7.0,nan,1,0,nan,nan,1,2,404
1.0,2.0,47,1,0.027378507871321008,2.0,4.0,1,0,nan,nan,4,2,45988
2.0,7739.0,96,1,0.010951403148528405,4.0,8.0,0,0,4.0,2.0,6,2,1071
217.0,703.0,419,1,0.013689253935660506,7.0,4.0,2,0,4.0,2.0,0,2,1
1.0,2.0,149,1,0.013689253935660506,4.0,nan,4,0,nan,nan,1,2,42
1.0,2.0,111,1,0.01916495550992471,4.0,3.0,1,0,nan,nan,4,2,49
1.0,2.0,146,1,0.013689253935660506,1.0,4.0,0,0,nan,nan,4,2,56
1.0,2.0,360,1,0.010951403148528405,1.0,nan,0,0,nan,nan,0,1,1
1.0,2.0,128,1,0.02190280629705681,4.0,nan,3,0,nan,nan,0,2,1
1.0,1003234.0,683,1,0.010951403148528405,7.0,nan,3,0,0.0,0.0,0,1,39
1.0,2.0,424,1,0.013689253935660506,2.0,5.0,1,0,2.0,1.0,0,2,1173072
1.0,2.0,2269,1,0.013689253935660506,2.0,3.0,1,102,nan,nan,4,1,66
1.0,2.0,188,1,0.010951403148528405,4.0,9.0,0,200,4.0,1.0,0,2,56
1.0,2.0,11463,1,0.010951403148528405,4.0,nan,1,0,0.0,0.0,4,1,1173072
